penA	mtrR	porB	ponA	gyrA	parC	23S	ST
120.001	1	12	1	7	3	100	2373
13.001	25	8	1	7	93	100	2374
21.001	19	100	1	7	3	100	2375
103.001	1	8	1	1	39	2	2376
17.001	1	8	1	34	93	100	2377
18.001	1	12	1	7	120	100	2378
141.001	1	8	1	7	3	100	2379
103.001	1	13	1	23	23	100	2380
13.001	25	11	1	7	108	100	2381
12.001	22	4	1	34	93	100	2382
13.001	22	4	1	34	93	100	2383
2.002	42	12	100	10	2	100	2384
13.001	19	12	1	1	123	100	2385
12.001	22	8	1	34	93	2	2386
13.001	19	11	1	34	93	100	2387
21.001	16	11	1	7	117	100	2388
21.001	47	8	1	7	93	100	2389
10.001	33	11	1	2	121	100	2390
18.001	38	100	1	7	15	100	2391
142.001	16	8	1	7	6	100	2392
120.001	1	48	1	7	3	100	2393
147.001	16	4	1	7	6	100	2394
43.001	1	8	1	7	122	2	2395
145.001	25	11	1	1	3	100	2396
43.001	16	4	1	7	119	100	2397
103.002	47	14	1	7	21	100	2398
34.001	38	13	1	7	103	100	2399
43.002	16	8	1	7	125	100	2400
18.001	40	13	100	7	34	100	2401
34.007	40	11	100	7	21	100	2402
12.001	192	8	1	7	3	100	2403
44.001	40	9	100	1	34	100	2404
103.001	1	8	1	1	117	100	2405
2.002	19	100	100	7	4	100	2406
144.001	47	14	1	7	21	100	2407
2.002	40	100	100	1	5	100	2408
43.002	1	8	100	1	126	100	2409
12.001	192	8	1	7	62	100	2410
10.003	247	8	1	7	9	100	2411
146.001	1	8	1	7	120	100	2412
34.006	40	100	100	7	3	100	2413
34.018	40	100	100	7	4	100	2414
13.003	40	100	100	1	34	100	2415
143.001	1	13	1	7	125	100	2416
2.002	288	4	1	7	3	100	2417
5.002	288	8	1	7	3	100	2418
10.003	307	8	1	7	21	100	2419
34.006	307	3	1	7	4	100	2420
13.001	316	12	1	7	9	100	2421
13.001	314	4	1	7	22	100	2422
21.001	306	8	1	7	21	100	2423
18.001	308	12	1	2	24	100	2424
21.001	313	8	1	1	23	100	2425
34.007	122	100	100	7	4	100	2426
43.002	310	8	1	7	3	100	2427
5.002	317	100	1	7	3	100	2428
2.002	1	4	1	7	3	100	2429
5.002	1	4	1	7	3	100	2430
5.002	1	11	1	7	3	100	2431
5.002	16	4	1	7	3	100	2432
13.002	1	13	1	7	3	100	2433
11.001	1	4	1	7	15	100	2434
5.002	16	8	1	7	3	100	2435
5.002	1	11	1	1	22	100	2436
13.001	1	8	1	1	22	100	2437
21.001	1	13	1	7	3	100	2438
13.002	1	9	1	21	3	100	2439
13.002	1	12	1	21	3	100	2440
12.001	16	11	1	7	6	100	2441
13.002	25	4	1	7	3	100	2442
13.001	1	10	1	7	22	100	2443
12.007	1	11	1	7	22	100	2444
13.001	19	12	1	7	9	100	2445
5.002	33	12	1	7	3	100	2446
13.002	25	12	1	7	3	100	2447
21.001	19	11	1	7	3	100	2448
21.001	1	11	1	7	22	100	2449
2.001	1	11	1	1	52	100	2450
43.001	1	4	1	7	15	2	2451
13.001	19	8	1	21	9	100	2452
21.001	1	12	1	34	3	100	2453
43.001	1	8	1	7	15	2	2454
27.003	1	12	1	34	3	100	2455
43.001	1	12	1	7	15	2	2456
43.002	19	8	1	7	3	100	2457
43.002	19	12	1	7	3	100	2458
21.001	1	4	1	7	52	100	2459
43.004	25	8	1	2	10	100	2460
18.001	1	8	1	7	55	2	2461
43.004	25	4	1	7	10	100	2462
21.001	47	12	1	7	3	100	2463
10.003	1	12	1	21	47	100	2464
18.001	36	12	1	2	24	100	2465
18.001	47	11	1	7	10	100	2466
43.004	25	13	1	2	10	100	2467
13.001	1	12	1	1	68	100	2468
43.001	47	13	1	7	21	100	2469
12.001	1	8	1	34	93	100	2470
13.001	25	8	1	7	108	100	2471
27.003	1	12	1	34	93	100	2472
12.001	22	8	1	34	93	100	2473
12.001	22	13	1	34	93	100	2474
13.001	22	13	1	34	93	100	2475
2.002	40	13	100	7	34	100	2476
34.007	40	11	100	7	4	100	2477
21.001	172	13	1	1	9	100	2478
9.001	192	8	1	7	1	100	2479
2.002	40	100	100	1	34	100	2480
13.002	303	8	1	7	3	100	2481
18.001	307	8	1	1	3	100	2482
10.003	312	12	1	7	21	100	2483
13.001	22	8	1	34	129	100	2484
13.002	47	11	1	7	21	100	2485
2.002	40	100	100	1	34	40	2486
10.001	33	54	1	2	5	100	2487
13.001	318	17	1	7	8	100	2488
21.001	1	10	1	7	34	100	2489
21.001	16	13	1	21	3	100	2490
21.001	19	12	1	1	31	100	2491
43.001	1	52	1	7	110	100	2492
13.001	19	55	1	7	116	100	2493
21.001	10	55	1	7	3	100	2494
13.001	25	54	1	7	53	100	2495
13.001	19	53	1	7	9	100	2496
10.003	1	11	1	7	47	100	2497
103.001	1	52	1	1	117	100	2498
10.003	22	4	1	1	52	100	2499
13.001	22	8	1	34	52	100	2500
103.002	1	11	1	7	3	100	2501
2.002	319	8	1	7	3	1	2502
22.001	1	8	1	1	3	100	2503
5.002	1	54	1	7	3	100	2504
21.001	309	4	1	7	8	100	2505
5.002	1	21	1	7	47	100	2506
13.002	19	12	1	7	3	100	2507
21.001	1	12	1	34	93	100	2508
13.002	19	12	1	7	93	100	2509
13.001	25	8	1	7	6	100	2510
43.002	122	100	100	7	3	100	2511
109.001	267	8	1	7	3	100	2512
13.001	264	3	1	1	9	100	2513
14.001	82	100	100	100	7	100	2514
14.001	139	13	100	7	98	100	2515
19.001	265	14	1	7	55	100	2516
19.001	261	11	1	7	1	100	2517
2.001	19	3	1	1	3	100	2518
2.001	269	1	100	100	2	100	2519
2.001	266	13	100	1	22	100	2520
2.002	40	100	100	7	55	6	2521
2.002	124	3	100	7	4	6	2522
2.002	54	14	1	5	2	100	2523
22.001	263	100	100	100	7	100	2524
22.001	268	1	100	100	2	100	2525
44.001	16	49	1	1	10	100	2526
93.002	15	1	100	100	7	100	2527
13.001	19	55	11	1	116	100	2528
21.001	1	55	10	7	3	100	2529
13.001	19	55	1	1	116	100	2530
21.001	1	55	1	7	3	100	2531
2.002	22	11	1	7	3	100	2532
18.001	25	37	1	1	3	100	2533
13.001	1	11	1	7	3	100	2534
10.001	33	12	1	7	5	100	2535
10.001	22	8	1	34	93	100	2536
2.002	89	100	100	7	26	100	2537
2.002	124	100	100	7	4	6	2538
13.002	1	8	1	7	128	100	2539
13.002	1	12	1	7	128	100	2540
13.001	1	9	1	7	22	42	2541
10.003	315	8	1	7	21	100	2542
9.001	192	8	1	7	35	100	2543
18.001	19	11	1	7	3	41	2544
34.02	64	100	1	1	3	100	2545
14.001	320	3	100	100	2	100	2546
34.021	1	11	1	1	3	100	2547
22.008	25	100	100	100	1	100	2548
5.002	1	17	1	1	3	100	2549
11.001	25	21	1	100	2	100	2550
5.002	22	24	1	1	3	100	2551
5.002	69	21	1	1	3	100	2552
15.001	60	21	100	100	2	100	2553
10.001	19	17	1	5	2	100	2554
74.001	3	1	100	100	2	100	2555
100.002	161	3	100	13	2	100	2556
100.003	80	100	100	100	1	100	2557
22.001	19	31	1	100	2	15	2558
9.001	10	13	1	7	7	100	2559
14.001	99	14	100	100	7	100	2560
9.001	10	100	1	7	22	100	2561
14.001	102	100	1	1	49	100	2562
2.002	2	17	1	1	3	100	2563
5.002	2	21	1	1	3	100	2564
2.001	9	17	100	100	100	100	2565
13.002	1	4	1	7	15	2	2566
12.002	1	8	1	1	3	100	2567
19.001	38	41	1	7	20	100	2568
19.001	120	12	1	7	43	100	2569
69.001	54	8	100	1	20	100	2570
44.001	16	10	1	18	10	100	2571
2.001	121	13	1	7	3	100	2572
2.001	25	42	100	19	100	1	2573
10.001	19	8	3	2	5	100	2574
1.006	18	100	100	100	2	100	2575
43.002	122	12	100	7	6	100	2576
14.001	54	100	100	100	2	100	2577
5.002	1	8	1	7	25	100	2578
2.002	54	1	100	1	4	100	2579
9.001	25	100	100	100	2	100	2580
2.002	47	12	1	7	17	100	2581
2.002	225	14	100	1	4	100	2582
12.004	1	3	1	1	3	100	2583
34.001	1	11	9	1	3	100	2584
2.008	131	12	100	2	51	100	2585
14.001	5	13	100	100	7	100	2586
15.001	60	13	100	100	2	100	2587
14.001	10	100	1	7	26	100	2588
2.024	133	3	1	7	48	100	2589
2.002	1	100	1	7	6	100	2590
100.007	18	14	100	100	1	8	2591
69.002	10	3	1	7	17	100	2592
2.002	40	14	100	7	4	100	2593
2.002	42	100	2	10	2	100	2594
69.002	153	3	1	7	17	100	2595
2.002	40	11	100	7	4	2	2596
2.001	154	3	100	1	22	100	2597
19.001	1	12	1	7	55	100	2598
2.008	131	13	1	2	51	100	2599
19.001	25	1	1	7	51	100	2600
19.001	40	13	100	7	4	100	2601
44.001	155	10	1	1	10	100	2602
2.014	156	13	1	7	20	100	2603
19.001	10	100	100	1	59	100	2604
9.001	5	1	100	100	100	100	2605
9.001	157	10	1	1	60	100	2606
34.001	158	11	1	1	3	2	2607
14.001	10	19	10	100	7	100	2608
14.001	9	3	100	100	2	100	2609
2.002	89	11	100	7	4	100	2610
5.002	122	14	3	7	3	100	2611
2.002	89	44	100	7	4	100	2612
2.002	57	100	100	7	6	100	2613
2.002	40	100	100	1	20	100	2614
70.001	10	13	100	100	1	100	2615
69.001	5	14	100	1	68	100	2616
43.002	122	44	100	7	6	100	2617
14.001	240	100	100	7	3	100	2618
43.002	38	13	100	7	26	100	2619
2.001	9	3	100	100	1	100	2620
3.001	40	13	100	7	4	100	2621
5.002	226	100	1	1	3	100	2622
14.001	35	100	1	100	1	100	2623
2.001	227	4	1	100	1	100	2624
3.004	88	8	100	100	19	100	2625
2.002	201	8	100	1	4	100	2626
2.006	1	100	100	100	19	100	2627
2.001	27	44	100	100	100	2	2628
14.001	69	14	100	100	1	6	2629
2.002	201	100	100	1	4	100	2630
12.001	35	100	1	100	7	100	2631
2.001	50	12	1	100	1	100	2632
12.001	1	13	1	1	20	100	2633
3.004	88	8	100	100	1	100	2634
103.002	38	13	1	7	15	100	2635
22.001	15	3	1	100	1	100	2636
19.001	228	12	1	7	15	100	2637
2.002	54	13	1	7	1	100	2638
14.001	296	3	100	7	20	2	2639
19.001	261	13	1	7	1	100	2640
2.002	15	44	100	100	7	100	2641
2.002	10	54	100	7	18	100	2642
22.001	19	31	1	100	2	100	2643
81.001	3	44	100	100	2	100	2644
15.001	60	100	2	100	2	100	2645
19.001	47	12	1	7	26	100	2646
2.002	216	11	100	7	4	2	2647
19.001	38	44	1	7	26	100	2648
2.002	225	14	100	1	3	100	2649
2.002	105	44	100	100	2	100	2650
2.002	40	13	2	7	4	100	2651
14.001	130	3	2	100	2	100	2652
2.001	1	44	3	100	2	100	2653
5.002	10	3	1	1	3	100	2654
93.001	25	3	100	100	100	100	2655
2.002	40	44	1	7	4	100	2656
2.002	1	1	1	100	2	100	2657
15.001	3	44	100	100	56	100	2658
19.001	38	12	1	15	26	100	2659
14.001	10	14	100	7	22	100	2660
14.001	57	13	100	1	2	100	2661
18.001	1	12	1	7	15	2	2662
34.001	1	11	1	1	66	100	2663
19.001	54	3	100	100	1	100	2664
9.001	229	19	1	1	22	100	2665
9.001	10	13	1	7	49	100	2666
22.001	18	100	1	1	49	100	2667
19.001	54	100	100	1	49	100	2668
14.001	230	100	1	1	49	100	2669
2.002	54	13	100	7	18	100	2670
22.001	36	5	1	100	1	100	2671
34.001	19	11	1	5	2	100	2672
22.001	10	100	100	100	7	100	2673
19.001	10	3	100	5	7	100	2674
14.001	10	3	100	3	2	100	2675
100.001	33	16	1	2	5	100	2676
10.001	25	8	1	2	3	100	2677
10.001	1	100	1	2	5	100	2678
2.002	33	11	1	2	5	100	2679
5.002	1	100	1	1	5	37	2680
10.001	232	11	1	1	3	100	2681
10.001	267	11	1	1	3	100	2682
101.001	25	8	1	1	4	100	2683
10.001	18	16	1	1	3	100	2684
10.001	33	8	1	2	3	100	2685
10.001	1	8	1	1	3	2	2686
10.001	1	100	1	1	3	100	2687
5.002	54	13	1	7	3	100	2688
72.001	1	11	1	1	23	100	2689
10.001	1	8	1	1	3	6	2690
10.001	25	11	1	2	5	100	2691
71.001	1	17	1	1	3	100	2692
101.001	25	100	1	2	5	100	2693
10.001	1	8	1	1	4	100	2694
5.002	1	11	1	23	5	100	2695
5.002	1	100	1	23	3	100	2696
10.001	232	26	1	1	3	100	2697
10.001	1	11	1	1	47	100	2698
2.002	304	14	100	1	18	100	2699
2.002	1	9	1	1	3	100	2700
2.001	1	100	1	3	37	100	2701
43.001	1	8	1	3	37	100	2702
2.001	1	8	1	3	37	100	2703
2.033	123	14	1	100	100	100	2704
34.001	174	100	100	7	20	100	2705
2.001	40	1	100	100	100	100	2706
2.001	40	44	100	100	100	100	2707
3.001	222	14	1	7	3	100	2708
5.002	122	54	1	7	3	100	2709
2.002	14	100	100	100	115	100	2710
2.001	18	19	100	1	59	100	2711
2.001	1	14	1	100	2	100	2712
43.002	89	4	100	7	2	100	2713
2.022	19	100	1	25	3	100	2714
2.001	39	44	100	7	4	100	2715
2.006	168	44	1	7	1	100	2716
9.001	10	13	1	1	22	100	2717
19.001	19	14	100	7	3	100	2718
19.001	47	3	100	1	17	100	2719
69.001	10	14	100	1	68	100	2720
9.001	1	1	100	1	22	100	2721
14.002	29	44	100	100	7	7	2722
14.001	54	14	100	1	22	100	2723
2.002	1	100	100	100	2	100	2724
2.002	50	44	100	100	7	2	2725
2.002	10	13	100	1	26	100	2726
5.002	122	44	1	7	3	100	2727
2.002	50	1	100	100	7	2	2728
19.001	163	12	100	7	20	100	2729
5.002	122	8	1	7	15	100	2730
2.001	39	44	100	100	100	100	2731
5.002	54	14	1	7	3	100	2732
2.008	131	44	100	2	51	100	2733
2.001	9	44	100	1	4	100	2734
13.001	172	8	1	1	9	100	2735
17.001	16	12	1	7	23	100	2736
18.001	1	52	1	7	3	100	2737
7.001	1	11	1	7	22	100	2738
43.004	25	13	1	2	10	1	2739
18.001	36	37	1	2	24	100	2740
44.001	16	8	1	1	10	100	2741
10.001	19	17	1	2	5	100	2742
43.002	19	12	1	7	3	1	2743
2.002	19	12	1	7	8	100	2744
18.001	36	8	1	2	1	100	2745
12.001	22	12	1	34	93	100	2746
22.001	16	8	1	7	3	100	2747
43.002	19	4	1	2	3	100	2748
9.001	19	8	1	7	3	100	2749
9.001	19	8	1	7	4	100	2750
12.001	1	12	1	1	23	100	2751
13.001	19	8	1	1	10	100	2752
43.002	1	12	1	7	3	100	2753
13.002	1	4	1	7	3	100	2754
43.004	47	13	1	7	21	100	2755
21.001	19	7	1	7	3	100	2756
2.002	36	8	1	7	39	2	2757
21.001	36	12	1	7	8	100	2758
43.002	16	11	1	7	41	100	2759
22.001	16	10	1	7	3	100	2760
13.001	19	8	1	1	100	100	2761
13.001	47	13	1	7	21	100	2762
13.002	47	13	1	7	21	100	2763
43.002	1	8	1	1	1	100	2764
13.001	1	11	1	1	22	100	2765
43.002	1	8	1	7	8	100	2766
43.004	25	13	1	2	3	100	2767
13.002	19	13	1	21	3	100	2768
13.002	16	8	1	7	3	100	2769
43.002	19	11	1	2	3	100	2770
21.001	16	8	1	7	3	100	2771
13.001	19	4	1	1	31	100	2772
13.001	16	13	1	7	3	100	2773
9.001	19	12	1	7	9	100	2774
12.001	19	8	1	7	3	100	2775
44.001	22	8	1	1	10	100	2776
18.001	192	8	1	1	3	2	2777
18.001	1	8	1	1	3	100	2778
13.001	36	8	1	1	1	100	2779
43.002	1	13	1	7	62	100	2780
5.002	22	13	1	1	100	100	2781
2.002	274	100	100	1	4	100	2782
18.001	16	4	1	7	15	100	2783
43.001	1	4	1	7	6	100	2784
13.001	1	14	1	1	3	100	2785
2.001	1	11	1	1	22	2	2786
43.002	1	10	1	7	3	100	2787
9.001	22	8	1	7	4	100	2788
19.001	47	13	1	21	21	100	2789
13.001	1	21	1	7	3	100	2790
43.002	19	13	1	7	3	100	2791
18.001	1	8	1	1	22	100	2792
13.002	1	8	1	21	3	100	2793
13.001	19	8	1	1	8	100	2794
18.001	59	11	1	7	3	100	2795
86.001	1	12	1	1	3	2	2796
21.001	1	52	1	7	2	100	2797
12.001	19	8	1	1	9	100	2798
22.001	1	11	1	7	2	100	2799
13.001	19	8	1	1	9	1	2800
18.001	59	100	1	21	3	100	2801
21.001	25	12	1	7	3	100	2802
19.001	47	12	1	7	21	100	2803
103.002	47	13	1	7	21	100	2804
13.001	19	11	1	7	9	100	2805
43.001	16	12	1	7	3	100	2806
13.001	19	100	1	1	22	100	2807
21.001	16	12	1	7	6	100	2808
2.001	1	11	1	7	22	100	2809
19.001	47	11	1	7	21	100	2810
10.003	19	8	1	7	9	100	2811
5.002	1	8	1	1	121	100	2812
5.002	1	8	1	1	121	1	2813
22.001	19	8	1	7	3	100	2814
2.002	19	23	1	7	3	1	2815
2.008	161	14	1	7	3	100	2816
9.001	25	44	1	100	2	100	2817
78.001	25	44	100	100	2	100	2818
69.001	10	100	100	100	17	100	2819
14.001	10	44	100	100	1	100	2820
12.001	9	1	100	100	1	100	2821
69.001	10	29	100	100	17	12	2822
100.006	123	100	100	100	2	100	2823
34.001	42	100	100	10	2	100	2824
34.006	40	11	100	7	4	100	2825
19.001	161	14	100	100	7	100	2826
1.001	10	44	100	100	7	100	2827
2.002	59	14	100	100	7	100	2828
43.002	38	8	1	7	26	100	2829
2.001	1	44	100	100	100	100	2830
2.002	14	14	100	100	100	100	2831
12.004	1	44	1	1	3	100	2832
12.001	9	44	100	100	1	100	2833
2.002	150	100	100	100	7	100	2834
22.001	127	1	100	100	7	100	2835
19.001	18	100	100	100	100	100	2836
43.002	206	3	1	7	6	100	2837
2.002	10	1	100	100	7	100	2838
19.001	14	100	100	100	100	100	2839
1.001	10	1	100	100	7	100	2840
2.002	25	44	100	100	2	100	2841
2.002	105	3	100	100	2	100	2842
43.002	122	8	100	7	6	100	2843
22.001	25	44	100	100	7	100	2844
69.001	10	100	100	100	2	100	2845
34.001	1	44	1	1	3	100	2846
14.001	5	44	100	100	7	100	2847
19.001	38	8	1	7	26	100	2848
19.001	14	14	100	100	100	100	2849
12.005	1	44	1	1	3	100	2850
19.001	38	44	1	7	15	100	2851
5.002	1	44	1	1	23	100	2852
44.001	16	44	1	1	10	100	2853
1.001	162	44	100	100	1	100	2854
80.001	9	44	100	100	100	100	2855
22.001	25	44	100	100	1	100	2856
1.001	5	44	100	100	1	100	2857
2.001	9	44	1	100	100	100	2858
13.001	19	44	1	1	9	100	2859
14.001	11	54	100	100	2	100	2860
2.001	170	44	1	100	1	100	2861
2.001	9	44	100	100	100	2	2862
4.001	25	4	1	5	2	100	2863
47.001	25	44	100	100	100	2	2864
2.001	27	44	100	100	100	100	2865
5.002	1	11	1	1	3	12	2866
5.002	1	44	1	1	3	100	2867
5.002	1	44	1	1	3	2	2868
15.002	25	44	1	100	2	2	2869
2.011	82	14	100	22	2	100	2870
2.002	174	3	100	7	4	100	2871
5.002	38	10	1	1	3	2	2872
2.008	54	100	100	100	1	100	2873
2.001	169	3	1	100	7	100	2874
43.002	122	3	100	7	6	100	2875
9.001	1	20	1	1	3	100	2876
14.001	130	100	100	100	2	100	2877
69.001	35	44	1	7	15	100	2878
69.001	35	1	1	7	15	100	2879
10.001	38	100	1	7	26	100	2880
2.001	122	100	1	7	6	100	2881
13.001	122	100	100	7	6	100	2882
5.002	1	14	1	7	3	100	2883
2.001	39	11	100	1	3	100	2884
2.001	39	3	100	100	100	100	2885
69.001	54	13	100	7	20	100	2886
14.001	18	3	100	1	18	100	2887
2.002	245	8	100	2	26	100	2888
2.001	1	3	1	100	2	100	2889
15.001	19	8	1	1	9	100	2890
5.002	58	3	1	1	3	100	2891
19.001	25	100	1	7	43	100	2892
2.002	245	3	100	2	26	100	2893
93.001	25	44	100	100	100	2	2894
86.001	16	11	1	7	6	100	2895
34.001	19	8	1	7	9	100	2896
34.001	1	14	1	1	1	2	2897
3.001	40	11	100	7	4	100	2898
2.001	39	11	100	7	4	5	2899
2.017	1	1	1	100	2	100	2900
2.001	39	1	100	7	18	100	2901
2.001	39	1	100	7	2	100	2902
1.001	5	100	100	100	1	12	2903
1.001	25	100	100	100	2	100	2904
1.008	137	100	100	100	1	100	2905
2.001	39	1	100	100	100	1	2906
2.001	183	1	100	100	100	2	2907
2.001	39	11	100	7	4	8	2908
2.001	9	1	100	100	100	12	2909
2.001	9	13	100	100	100	12	2910
2.001	5	100	100	100	100	12	2911
2.001	19	13	1	7	22	22	2912
2.001	9	3	2	100	1	100	2913
2.001	9	14	100	100	1	100	2914
2.001	18	100	100	100	1	100	2915
2.001	1	1	1	1	2	100	2916
2.001	1	10	1	1	2	100	2917
2.001	24	1	1	100	2	100	2918
2.001	25	1	1	100	2	100	2919
2.001	69	1	1	100	2	100	2920
2.001	39	1	100	100	2	100	2921
2.001	40	1	100	100	2	100	2922
2.001	1	3	100	100	2	100	2923
2.001	9	3	100	100	2	100	2924
2.001	39	3	100	100	2	100	2925
2.001	24	6	100	100	2	100	2926
2.001	105	13	100	100	2	100	2927
2.001	9	100	100	100	2	100	2928
2.001	16	100	100	100	2	100	2929
2.001	24	100	100	100	2	100	2930
2.001	1	17	1	1	3	100	2931
2.001	39	3	100	1	3	100	2932
2.001	40	3	100	7	3	100	2933
2.001	39	11	100	7	3	100	2934
2.001	9	1	100	100	3	100	2935
2.001	40	13	100	7	4	100	2936
2.001	122	1	1	7	6	100	2937
2.001	18	1	100	7	100	100	2938
2.001	39	1	100	7	100	100	2939
2.001	9	100	100	7	100	100	2940
2.001	9	3	100	22	100	100	2941
2.001	10	100	100	22	100	100	2942
2.001	1	1	1	100	100	100	2943
2.001	39	11	1	100	100	100	2944
2.001	9	100	2	100	100	100	2945
2.001	11	1	100	100	100	100	2946
2.001	15	1	100	100	100	100	2947
2.001	29	1	100	100	100	100	2948
2.001	105	1	100	100	100	100	2949
2.001	58	3	100	100	100	100	2950
2.001	9	6	100	100	100	100	2951
2.001	39	6	100	100	100	100	2952
2.001	39	8	100	100	100	100	2953
2.001	39	10	100	100	100	100	2954
2.001	9	12	100	100	100	100	2955
2.001	18	13	100	100	100	100	2956
2.001	29	13	100	100	100	100	2957
2.001	39	13	100	100	100	100	2958
2.001	39	19	100	100	100	100	2959
2.001	39	24	100	100	100	100	2960
2.001	39	26	100	100	100	100	2961
2.001	10	100	100	100	100	100	2962
2.001	183	100	100	100	100	100	2963
2.002	1	3	1	1	3	2	2964
2.002	105	3	100	100	1	100	2965
2.002	25	5	100	100	1	100	2966
2.002	25	14	100	100	1	100	2967
2.002	25	100	100	100	1	100	2968
2.002	40	1	100	7	2	100	2969
2.002	40	13	100	7	2	100	2970
2.002	40	100	100	7	2	100	2971
2.002	57	3	1	100	2	100	2972
2.002	1	100	1	100	2	100	2973
2.002	11	1	100	100	2	100	2974
2.002	24	1	100	100	2	100	2975
2.002	105	1	100	100	2	100	2976
2.002	11	3	100	100	2	100	2977
2.002	105	5	100	100	2	100	2978
2.002	18	6	100	100	2	100	2979
2.002	18	14	100	100	2	100	2980
2.002	122	1	1	7	3	100	2981
2.002	40	3	1	7	3	100	2982
2.002	261	13	1	7	3	100	2983
2.002	47	14	1	7	3	100	2984
2.002	105	1	100	7	3	100	2985
2.002	9	100	100	7	3	100	2986
2.002	19	100	100	7	3	100	2987
2.002	105	100	100	100	3	100	2988
2.002	40	1	100	1	4	100	2989
2.002	40	8	1	7	4	100	2990
2.002	40	13	1	7	4	100	2991
2.002	5	13	100	7	4	100	2992
2.002	40	17	100	7	4	100	2993
2.002	105	1	100	100	4	100	2994
2.002	40	3	100	100	4	100	2995
2.002	89	8	100	100	4	100	2996
2.002	89	100	100	100	4	100	2997
2.002	19	1	1	1	9	100	2998
2.002	54	14	100	1	59	100	2999
2.002	9	13	100	100	100	100	3000
2.002	18	13	100	100	100	100	3001
2.017	1	100	1	100	2	100	3002
2.019	40	1	100	7	4	100	3003
5.002	122	13	1	7	3	2	3004
5.002	122	1	1	7	2	100	3005
5.002	38	1	1	1	3	100	3006
5.002	58	1	1	1	3	100	3007
5.002	15	6	1	1	3	100	3008
5.002	38	8	1	1	3	100	3009
5.002	38	12	1	1	3	100	3010
5.002	38	13	1	1	3	100	3011
5.002	5	17	1	1	3	100	3012
5.002	38	100	1	1	3	100	3013
5.002	58	100	1	1	3	100	3014
5.002	19	3	1	7	3	100	3015
5.002	57	14	1	7	3	100	3016
5.002	105	14	1	7	3	100	3017
5.002	122	100	1	7	3	100	3018
5.002	122	14	100	7	3	100	3019
5.002	1	1	1	100	3	100	3020
5.002	122	1	1	100	3	100	3021
5.002	1	3	1	100	3	100	3022
5.002	1	14	1	100	3	100	3023
5.002	1	17	1	100	3	100	3024
5.002	1	24	1	100	3	100	3025
5.002	1	35	1	100	3	100	3026
9.001	1	12	1	100	2	2	3027
9.001	1	8	1	100	2	6	3028
9.001	105	3	1	6	2	100	3029
9.001	105	17	1	6	2	100	3030
9.001	105	100	1	6	2	100	3031
9.001	1	3	1	7	2	100	3032
9.001	105	5	100	7	2	100	3033
9.001	105	3	100	22	2	100	3034
9.001	1	1	1	100	2	100	3035
9.001	25	4	1	100	2	100	3036
9.001	105	14	1	100	2	100	3037
9.001	105	16	1	100	2	100	3038
9.001	18	31	1	100	2	100	3039
9.001	10	100	1	100	2	100	3040
9.001	15	100	1	100	2	100	3041
9.001	21	1	100	100	2	100	3042
9.001	25	1	100	100	2	100	3043
9.001	82	1	100	100	2	100	3044
9.001	21	3	100	100	2	100	3045
9.001	105	6	100	100	2	100	3046
9.001	25	8	100	100	2	100	3047
9.001	105	13	100	100	2	100	3048
9.001	11	100	100	100	2	100	3049
9.001	15	100	100	100	2	100	3050
9.001	21	100	100	100	2	100	3051
9.001	105	3	1	100	7	100	3052
9.001	105	100	100	100	7	100	3053
9.001	9	1	100	1	100	100	3054
9.001	39	6	100	100	100	100	3055
9.001	9	100	100	100	100	100	3056
9.004	58	12	100	100	2	100	3057
11.001	5	100	100	100	2	100	3058
11.001	25	100	100	100	2	100	3059
12.007	9	1	100	100	100	100	3060
12.007	9	11	100	100	100	100	3061
13.001	19	100	1	1	3	100	3062
13.001	130	3	1	1	9	100	3063
13.001	19	10	1	1	9	100	3064
13.001	1	1	1	7	9	100	3065
13.001	19	3	1	100	9	100	3066
14.001	130	3	100	7	2	100	3067
14.001	10	3	1	100	2	100	3068
14.001	122	3	1	100	2	100	3069
14.001	1	10	1	100	2	100	3070
14.001	1	1	100	100	2	100	3071
14.001	1	3	100	100	2	100	3072
14.001	130	6	100	100	2	100	3073
14.001	130	8	100	100	2	100	3074
14.001	130	13	100	100	2	100	3075
14.001	1	100	100	100	2	100	3076
14.001	2	100	1	1	3	100	3077
14.001	10	13	100	2	4	100	3078
14.001	1	1	1	100	7	100	3079
14.001	29	14	100	100	7	100	3080
14.001	11	100	100	100	7	100	3081
14.001	19	8	1	100	9	100	3082
15.001	1	3	1	100	2	100	3083
15.001	1	8	1	100	2	100	3084
15.001	1	100	1	100	2	100	3085
15.001	5	3	100	100	2	100	3086
15.001	18	100	100	100	2	100	3087
17.001	122	1	1	7	3	100	3088
17.001	122	14	1	7	3	100	3089
18.001	36	10	1	2	24	2	3090
18.001	36	11	1	2	24	2	3091
18.001	36	100	1	2	24	2	3092
18.001	161	8	1	2	24	100	3093
19.001	38	1	1	7	2	100	3094
19.001	11	1	100	100	2	100	3095
19.001	11	100	100	100	2	100	3096
19.001	15	100	100	100	2	100	3097
19.001	39	1	1	7	3	100	3098
19.001	38	13	1	7	3	100	3099
19.001	38	100	1	7	3	100	3100
19.001	24	1	1	7	15	100	3101
19.001	16	10	1	7	15	100	3102
19.001	24	100	3	7	15	100	3103
19.001	47	4	1	21	21	100	3104
19.001	38	37	1	7	26	100	3105
19.001	5	13	1	7	43	100	3106
22.001	25	100	100	1	1	100	3107
